Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
1215,3653432200,0,5
1216,3653458200,45,0
1217,3653521950,0,9
1218,3653547950,0B,0
1219,3653600700,0,5
1220,3653626700,49,0
1221,3653690450,0,9
1222,3653716450,0B,0
1223,3653769200,0,5
1224,3653795200,6E,0
1225,3653858950,0,9
1226,3653884950,0B,0
1227,3653937700,0,5
1228,3653963700,64,0
1229,3654027450,0,9
1230,3654053450,9,0
1231,3654106200,0,5
1232,3654132200,75,0
1233,3654195950,0,9
1234,3654221950,9,0
1235,3654274700,0,5
1236,3654300700,44,0
1237,3654364450,0,9
1238,3654390450,9,0
1239,3654443200,0,5
1240,3654469200,2B,0
1241,3654532950,0,9
1242,3654558950,29,0
1243,3654611950,0,5
1244,3654637950,2B,0
1245,3654709700,0,9
1246,3654735700,28,0
1247,3654771700,0,6
1248,3654796950,0,60
1249,3655418950,0,9
1250,3655444950,28,0
1251,3655787200,0,4
1252,3655812450,0,51
1253,3655847700,0,4
1254,3655872950,0,33
1255,3655908200,0,4
1256,3655933450,0,30
1257,3655968700,0,4
1258,3655993950,0,23
1259,3656027950,0,6
1260,3656053200,0,50
1261,3656083950,0,4
1262,3656109200,0,23
1263,3656138450,0,6
1264,3656163700,0,60
1265,3733806950,0,29
1266,3733832950,EE,0
1267,3734701950,0,9
1268,3734727950,68,0
1269,3735071950,0,4
1270,3735097200,0,56
1271,3735132450,0,4
1272,3735157700,0,33
1273,3735192950,0,4
1274,3735218200,0,30
1275,3735253450,0,4
1276,3735278700,0,23
1277,3735313950,0,4
1278,3735339200,0,23
1279,3735374450,0,4
1280,3735399700,0,4B
1281,3735434950,0,4
1282,3735460200,0,30
1283,3735495450,0,4
1284,3735520700,0,30
1285,3735555950,0,4
1286,3735581200,0,33
1287,3735616450,0,4
1288,3735641700,0,30
1289,3735676950,0,4
1290,3735702200,0,30
1291,3735737450,0,4
1292,3735762700,0,30
1293,3735797950,0,4
1294,3735823200,0,3A
1295,3735858450,0,4
1296,3735883700,0,30
1297,3735918950,0,4
1298,3735944200,0,30
1299,3735978200,0,6
1300,3736003450,0,50
1301,3736034200,0,4
1302,3736059450,0,30
1303,3736088700,0,6
1304,3736113950,0,60
1305,3770328950,0,0F
1306,3770354950,42,0
1307,3770403200,0,9
1308,3770429200,1B,0
1309,3770484450,0,5
1310,3770510450,51,0
1311,3770565700,0,9
1312,3770591700,9,0
1313,3770644450,0,5
1314,3770670450,23,0
1315,3770725700,0,9
1316,3770751700,9,0
1317,3770804450,0,5
1318,3770830450,23,0
1319,3770885700,0,9
1320,3770911700,9,0
1321,3770964450,0,5
1322,3770990450,33,0
1323,3771045700,0,9
1324,3771071700,29,0
1325,3771124700,0,5
1326,3771150700,30,0
1327,3771213450,0,9
1328,3771239450,28,0
1329,3771275450,0,6
1330,3771300700,0,60
1331,3772020950,0,9
1332,3772046950,28,0
1333,3772388700,0,4
1334,3772413950,0,56
1335,3772449200,0,4
1336,3772474450,0,33
1337,3772509700,0,4
1338,3772534950,0,30
1339,3772570200,0,4
1340,3772595450,0,23
1341,3772630700,0,4
1342,3772655950,0,23
1343,3772691200,0,4
1344,3772716450,0,54
1345,3772751700,0,4
1346,3772776950,0,47
1347,3772812200,0,4
1348,3772837450,0,53
1349,3772872700,0,4
1350,3772897950,0,30
1351,3772933200,0,4
1352,3772958450,0,33
1353,3772993700,0,4
1354,3773018950,0,48
1355,3773054200,0,4
1356,3773079450,0,30
1357,3773113450,0,6
1358,3773138700,0,50
1359,3773169450,0,4
1360,3773194700,0,31
1361,3773223950,0,6
1362,3773249200,0,60
1363,3801334950,0,0F
1364,3801360950,42,0
1365,3801409200,0,9
1366,3801435200,1B,0
1367,3801490450,0,5
1368,3801516450,51,0
1369,3801574700,0,9
1370,3801600700,9,0
1371,3801653450,0,5
1372,3801679450,23,0
1373,3801737700,0,9
1374,3801763700,9,0
1375,3801816450,0,5
1376,3801842450,23,0
1377,3801900700,0,9
1378,3801926700,9,0
1379,3801979450,0,5
1380,3802005450,33,0
1381,3802063700,0,9
1382,3802089700,29,0
1383,3802142700,0,5
1384,3802168700,30,0
1385,3802234450,0,9
1386,3802260450,28,0
1387,3802296450,0,6
1388,3802321700,0,60
1389,3802683950,0,9
1390,3802709950,28,0
1391,3803053450,0,4
1392,3803078700,0,56
1393,3803113950,0,4
1394,3803139200,0,33
1395,3803174450,0,4
1396,3803199700,0,30
1397,3803234950,0,4
1398,3803260200,0,23
1399,3803295450,0,4
1400,3803320700,0,23
1401,3803355950,0,4
1402,3803381200,0,48
1403,3803415200,0,6
1404,3803440450,0,50
1405,3803471200,0,4
1406,3803496450,0,31
1407,3803525700,0,6
1408,3803550950,0,60
1409,3825828450,0,0F
1410,3825854450,42,0
1411,3825902700,0,9
1412,3825928700,1B,0
1413,3825983950,0,5
1414,3826009950,51,0
1415,3826070950,0,9
1416,3826096950,9,0
1417,3826149700,0,5
1418,3826175700,23,0
1419,3826236700,0,9
1420,3826262700,9,0
1421,3826315450,0,5
1422,3826341450,23,0
1423,3826402450,0,9
1424,3826428450,9,0
1425,3826481200,0,5
1426,3826507200,33,0
1427,3826568200,0,9
1428,3826594200,29,0
1429,3826647200,0,5
1430,3826673200,30,0
1431,3826741700,0,9
1432,3826767700,28,0
1433,3826803700,0,6
1434,3826828950,0,60
1435,3827261200,0,9
1436,3827287200,28,0
1437,3827628950,0,4
1438,3827654200,0,56
1439,3827689450,0,4
1440,3827714700,0,33
1441,3827749950,0,4
1442,3827775200,0,30
1443,3827810450,0,4
1444,3827835700,0,23
1445,3827870950,0,4
1446,3827896200,0,23
1447,3827931450,0,4
1448,3827956700,0,68
1449,3827991950,0,4
1450,3828017200,0,36
1451,3828052450,0,4
1452,3828077700,0,30
1453,3828112950,0,4
1454,3828138200,0,30
1455,3828173450,0,4
1456,3828198700,0,30
1457,3828233950,0,4
1458,3828259200,0,30
1459,3828294450,0,4
1460,3828319700,0,30
1461,3828354950,0,4
1462,3828380200,0,30
1463,3828415450,0,4
1464,3828440700,0,30
1465,3828475950,0,4
1466,3828501200,0,30
1467,3828536450,0,4
1468,3828561700,0,30
1469,3828596950,0,4
1470,3828622200,0,30
1471,3828657450,0,4
1472,3828682700,0,30
1473,3828716700,0,6
1474,3828741950,0,50
1475,3828772700,0,4
1476,3828797950,0,30
1477,3828827200,0,6
1478,3828852450,0,60
1479,3866343150,0,0F
1480,3866369150,42,0
1481,3866417400,0,9
1482,3866443400,1A,0
1483,3866498650,0,5
1484,3866524700,51,0
1485,3866585900,0,9
1486,3866611900,8,0
1487,3866664650,0,5
1488,3866690700,23,0
1489,3866751900,0,9
1490,3866777900,8,0
1491,3866830650,0,5
1492,3866856650,22,0
1493,3866917900,0,9
1494,3866943900,8,0
1495,3866996650,0,5
1496,3867022650,32,0
1497,3867083900,0,9
1498,3867109900,28,0
1499,3867162900,0,5
1500,3867188900,30,0
1501,3867257650,0,9
1502,3867283650,28,0
1503,3867319650,0,6
1504,3867344900,0,60
1505,3869739400,0,9
1506,3869765400,68,0
1507,3870107150,0,4
1508,3870132400,0,50
1509,3870167650,0,4
1510,3870192900,0,33
1511,3870228150,0,4
1512,3870253400,0,30
1513,3870288650,0,4
1514,3870313900,0,23
1515,3870349150,0,4
1516,3870374400,0,23
1517,3870408400,0,6
1518,3870433650,0,50
1519,3870464400,0,4
1520,3870489650,0,51
1521,3870518900,0,6
1522,3870544150,0,60
1523,3870660650,0,29
1524,3870686650,EC,0
1525,3880827400,0,29
1526,3880853400,DC,0
1527,3890697400,0,29
1528,3890723400,DC,0
1529,3895829150,0,0F
1530,3895855150,84,0
1531,3895903400,0,9
1532,3895929400,36,0
1533,3895984650,0,5
1534,3896010650,A2,0
1535,3896074400,0,9
1536,3896100400,12,0
1537,3896153150,0,5
1538,3896179150,46,0
1539,3896242900,0,9
1540,3896268900,12,0
1541,3896321650,0,5
1542,3896347650,46,0
1543,3896411400,0,9
1544,3896437400,12,0
1545,3896490150,0,5
1546,3896516150,66,0
1547,3896579900,0,9
1548,3896605900,52,0
1549,3896658900,0,5
1550,3896684900,60,0
1551,3896756650,0,9
1552,3896782650,50,0
1553,3896818650,0,6
1554,3896843900,0,60
1555,3901879150,0,29
1556,3901905150,DC,0
1557,3911691150,0,29
1558,3911717150,DC,0
1559,3921485650,0,29
1560,3921511650,DC,0
1561,3931297650,0,29
1562,3931323650,DC,0
1563,3941092150,0,29
1564,3941118150,FE,0
1565,3950947650,0,29
1566,3950973650,FE,0
1567,3960702650,0,29
1568,3960728650,EE,0
1569,3970457650,0,29
1570,3970483650,EE,0
1571,3980242150,0,29
1572,3980268150,EE,0
1573,3989997150,0,29
1574,3990023150,EE,0
1575,3999849900,0,29
1576,3999875900,EE,0
1577,4009604900,0,29
1578,4009630900,EE,0
1579,4019359900,0,29
1580,4019385900,EE,0
1581,4029129650,0,29
1582,4029155650,EE,0
1583,4038884650,0,29
1584,4038910650,EE,0
1585,4048737400,0,29
1586,4048763400,EE,0
1587,4058492400,0,29
1588,4058518400,EE,0
1589,4068247400,0,29
1590,4068273400,EE,0
1591,4078031900,0,29
1592,4078057900,EE,0
1593,4087786900,0,29
1594,4087812900,EE,0
1595,4097640150,0,29
1596,4097666150,EE,0
1597,4107395150,0,29
1598,4107421150,EE,0
1599,4117150150,0,29
1600,4117176150,EE,0
1601,4126919900,0,29
1602,4126945900,EE,0
1603,4136677900,0,29
1604,4136703900,EE,0
1605,4146533150,0,29
1606,4146559150,EE,0
1607,4156291150,0,29
1608,4156317150,EE,0
1609,4166049150,0,29
1610,4166075150,EE,0
1611,4175820900,0,29
1612,4175846900,EE,0
1613,4185578900,0,29
1614,4185604900,EE,0
1615,4195420400,0,29
1616,4195446400,EE,0
1617,4205192150,0,29
1618,4205218150,EE,0
1619,4214950150,0,29
1620,4214976150,EE,0
1621,4224721850,0,29
1622,4224747850,EE,0
1623,4234479850,0,29
1624,4234505850,DC,0
1625,4244321350,0,29
1626,4244347350,DC,0
1627,4254107850,0,29
1628,4254133850,DC,0
1629,4263865850,0,29
1630,4263891850,DC,0
1631,4273652350,0,29
1632,4273678350,DC,0
1633,4283410350,0,29
1634,4283436350,DC,0
1635,4293251350,0,29
1636,4293277350,DC,0
1637,4303023100,0,29
1638,4303049100,FE,0
1639,4312781100,0,29
1640,4312807100,EE,0
1641,4322552850,0,29
1642,4322578850,EE,0
1643,4332310850,0,29
1644,4332336850,EE,0
1645,4342068850,0,29
1646,4342094850,EE,0
1647,4351960850,0,29
1648,4351986850,EE,0
1649,4361718850,0,29
1650,4361744850,EE,0
1651,4371505350,0,29
1652,4371531350,EE,0
1653,4381263350,0,29
1654,4381289350,EE,0
1655,4391021350,0,29
1656,4391047350,EE,0
1657,4400884100,0,29
1658,4400910100,EE,0
1659,4410642100,0,29
1660,4410668100,EE,0
1661,4420413850,0,29
1662,4420439850,EE,0
1663,4430171850,0,29
1664,4430197850,EE,0
1665,4439929850,0,29
1666,4439955850,EE,0
1667,4449785100,0,29
1668,4449811100,EE,0
1669,4459543100,0,29
1670,4459569100,EE,0
1671,4469301100,0,29
1672,4469327100,EE,0
1673,4479087600,0,29
1674,4479113600,EE,0
1675,4488845600,0,29
1676,4488871600,EE,0
1677,4498700850,0,29
1678,4498726850,EE,0
1679,4508458850,0,29
1680,4508484850,EE,0
1681,4518216850,0,29
1682,4518242850,EE,0
1683,4527988600,0,29
1684,4528014600,EE,0
1685,4537746600,0,29
1686,4537772600,EE,0
1687,4547601850,0,29
1688,4547627850,EE,0
1689,4557359850,0,29
1690,4557385850,EE,0
1691,4567117850,0,29
1692,4567143850,EE,0
1693,4576904350,0,29
1694,4576930300,EE,0
1695,4586662300,0,29
1696,4586688300,DC,0
1697,4596517550,0,29
1698,4596543550,DC,0
1699,4606275550,0,29
1700,4606301550,DC,0
1701,4616033550,0,29
1702,4616059550,DC,0
1703,4625820050,0,29
1704,4625846050,DC,0
1705,4635578050,0,29
1706,4635604050,DC,0
1707,4645433300,0,29
1708,4645459300,DC,0
1709,4655191300,0,29
1710,4655217300,FE,0
1711,4664949300,0,29
1712,4664975300,EE,0
1713,4674735800,0,29
1714,4674761800,EE,0
1715,4684493800,0,29
1716,4684519800,EE,0
1717,4694349050,0,29
1718,4694375050,EE,0
1719,4704107050,0,29
1720,4704133050,EE,0
1721,4713865050,0,29
1722,4713891050,EE,0
1723,4723651550,0,29
1724,4723677550,EE,0
1725,4733409550,0,29
1726,4733435550,EE,0
1727,4743264800,0,29
1728,4743290800,EE,0
1729,4753022800,0,29
1730,4753048800,EE,0
1731,4762780800,0,29
1732,4762806800,EE,0
1733,4772567300,0,29
1734,4772593300,EE,0
1735,4782325300,0,29
1736,4782351300,EE,0
1737,4792111800,0,29
1738,4792137800,EE,0
1739,4801953300,0,29
1740,4801979300,EE,0
1741,4811711300,0,29
1742,4811737300,EE,0
1743,4821483050,0,29
1744,4821509050,EE,0
1745,4831241050,0,29
1746,4831267050,EE,0
1747,4841012800,0,29
1748,4841038800,EE,0
1749,4851109800,0,29
1750,4851135800,EE,0
1751,4860896300,0,29
1752,4860922300,EE,0
1753,4870654300,0,29
1754,4870680300,EE,0
1755,4880412300,0,29
1756,4880438300,EE,0
1757,4890184050,0,29
1758,4890210050,EE,0
1759,4900025050,0,29
1760,4900051050,EE,0
1761,4909796800,0,29
1762,4909822800,EE,0
1763,4919554800,0,29
1764,4919580800,EE,0
1765,4929312750,0,29
1766,4929338750,EC,0
1767,4939099250,0,29
1768,4939125250,DC,0
1769,4948940250,0,29
1770,4948966250,DC,0
1771,4958726750,0,29
1772,4958752750,DC,0
1773,4968484750,0,29
1774,4968510750,DC,0
1775,4978242750,0,29
1776,4978268750,DC,0
1777,4988014500,0,29
1778,4988040500,DC,0
1779,4997855500,0,29
1780,4997881500,FE,0
1781,5007642000,0,29
1782,5007668000,EE,0
1783,5017400000,0,29
1784,5017426000,EE,0
1785,5027158000,0,29
1786,5027184000,EE,0
1787,5036929750,0,29
1788,5036955750,EE,0
1789,5046770750,0,29
1790,5046796750,EE,0
1791,5056557250,0,29
1792,5056583250,EE,0
1793,5066315250,0,29
1794,5066341250,EE,0
1795,5076073250,0,29
1796,5076099250,EE,0
1797,5085845000,0,29
1798,5085871000,EE,0
1799,5095686500,0,29
1800,5095712500,EE,0
1801,5105473000,0,29
1802,5105499000,EE,0
1803,5115231000,0,29
1804,5115257000,EE,0
1805,5124989000,0,29
1806,5125015000,EE,0
1807,5134775500,0,29
1808,5134801500,EE,0
1809,5144617000,0,29
1810,5144643000,EE,0
1811,5154403500,0,29
1812,5154429500,EE,0
1813,5164161500,0,29
1814,5164187500,EE,0
1815,5173948000,0,29
1816,5173974000,EE,0
1817,5183706000,0,29
1818,5183732000,EE,0
1819,5193547500,0,29
1820,5193573500,EE,0
1821,5203334000,0,29
1822,5203360000,EE,0
1823,5213092000,0,29
1824,5213118000,EE,0
1825,5222863750,0,29
1826,5222889750,EE,0
1827,5232621750,0,29
1828,5232647750,EE,0
1829,5242379750,0,29
1830,5242405750,EE,0
1831,5252235000,0,29
1832,5252261000,EE,0
1833,5261993000,0,29
1834,5262019000,EE,0
1835,5271764750,0,29
1836,5271790750,EE,0
1837,5281522700,0,29
1838,5281548700,DC,0
1839,5291280700,0,29
1840,5291306700,DC,0
1841,5301135450,0,29
1842,5301161450,DC,0
1843,5310893450,0,29
1844,5310919450,DC,0
1845,5320651450,0,29
1846,5320677450,DC,0
1847,5330437950,0,29
1848,5330463950,DC,0
1849,5340195950,0,29
1850,5340221950,DC,0
1851,5343594450,0,9
1852,5343620450,F8,0
1853,5343964200,0,4
1854,5343989450,0,41
1855,5344024700,0,4
1856,5344049950,0,33
1857,5344085200,0,4
1858,5344110450,0,30
1859,5344145700,0,4
1860,5344170950,0,23
1861,5344206200,0,4
1862,5344231450,0,23
1863,5344265450,0,6
1864,5344290700,0,50
1865,5344321450,0,4
1866,5344346700,0,30
1867,5344375950,0,6
1868,5344401200,0,60
1869,5350993200,0,29
1870,5351019200,FE,0
1871,5360779700,0,29
1872,5360805700,EE,0
1873,5370537700,0,29
1874,5370563700,EE,0
1875,5380295700,0,29
1876,5380321700,EE,0
1877,5390082200,0,29
1878,5390108200,EE,0
1879,5399931200,0,29
1880,5399957200,EE,0
1881,5409717700,0,29
1882,5409743700,EE,0
1883,5419475700,0,29
1884,5419501700,EE,0
1885,5429233700,0,29
1886,5429259700,EE,0
1887,5439020200,0,29
1888,5439046200,EE,0
1889,5448861700,0,29
1890,5448887700,EE,0
1891,5458648200,0,29
1892,5458674200,EE,0
1893,5468406200,0,29
1894,5468432200,EE,0
1895,5478192700,0,29
1896,5478218700,EE,0
1897,5487950700,0,29
1898,5487976700,EE,0
1899,5497792200,0,29
1900,5497818200,EE,0
1901,5507563950,0,29
1902,5507589950,EE,0
1903,5517321950,0,29
1904,5517347950,EE,0
1905,5527093700,0,29
1906,5527119700,EE,0
1907,5536851700,0,29
1908,5536877700,EE,0
1909,5546693200,0,29
1910,5546719200,EE,0
1911,5556479700,0,29
1912,5556505700,EE,0
1913,5566237700,0,29
1914,5566263700,EE,0
1915,5576024200,0,29
1916,5576050200,EE,0
1917,5585782200,0,29
1918,5585808200,EE,0
1919,5595623700,0,29
1920,5595649700,EE,0
1921,5605410200,0,29
1922,5605436200,EE,0
1923,5615168200,0,29
1924,5615194200,EE,0
1925,5624954650,0,29
1926,5624980650,DC,0
1927,5634712650,0,29
1928,5634738650,DC,0
1929,5644567900,0,29
1930,5644593900,DC,0
1931,5654325900,0,29
1932,5654351900,DC,0
1933,5664083900,0,29
1934,5664109900,DC,0
1935,5673855650,0,29
1936,5673881650,DC,0
1937,5683613650,0,29
1938,5683639650,DC,0
1939,5693455150,0,29
1940,5693481150,FE,0
1941,5703226900,0,29
1942,5703252900,EE,0
1943,5712984900,0,29
1944,5713010900,EE,0
1945,5719918650,0,0F
1946,5719944650,42,0
1947,5719992900,0,9
1948,5720018900,1B,0
1949,5720074150,0,5
1950,5720100150,48,0
1951,5720155400,0,9
1952,5720181400,0B,0
1953,5720234150,0,5
1954,5720260150,23,0
1955,5720315400,0,9
1956,5720341400,0B,0
1957,5720394150,0,5
1958,5720420150,23,0
1959,5720475400,0,9
1960,5720501400,0B,0
1961,5720554150,0,5
1962,5720580150,33,0
1963,5720635400,0,9
1964,5720661400,0B,0
1965,5720714150,0,5
1966,5720740150,30,0
1967,5720795400,0,9
1968,5720821400,0B,0
1969,5720874150,0,5
1970,5720900150,4C,0
1971,5720955400,0,9
1972,5720981400,9,0
1973,5721034150,0,5
1974,5721060150,30,0
1975,5721115400,0,9
1976,5721141400,9,0
1977,5721194150,0,5
1978,5721220150,30,0
1979,5721275400,0,9
1980,5721301400,9,0
1981,5721354150,0,5
1982,5721380150,31,0
1983,5721435400,0,9
1984,5721461400,29,0
1985,5721514400,0,5
1986,5721540400,30,0
1987,5721603150,0,9
1988,5721629150,28,0
1989,5721665150,0,6
1990,5721690400,0,60
1991,5722482650,0,9
1992,5722508650,68,0
1993,5722850900,0,4
1994,5722876150,0,51
1995,5722911400,0,4
1996,5722936650,0,33
1997,5722971900,0,4
1998,5722997150,0,30
1999,5723032400,0,4
2000,5723057650,0,23
2001,5723091650,0,6
2002,5723116900,0,50
2003,5723147650,0,4
2004,5723172900,0,23
2005,5723202150,0,6
2006,5723227400,0,60
2007,5725301150,0,29
2008,5725327150,EE,0
2009,5735059150,0,29
2010,5735085150,EE,0
2011,5744914400,0,29
2012,5744940400,EE,0
2013,5746920400,0,0F
2014,5746946400,42,0
2015,5746994650,0,9
2016,5747020650,1B,0
2017,5747075900,0,5
2018,5747101900,48,0
2019,5747160150,0,9
2020,5747186150,0B,0
2021,5747238900,0,5
2022,5747264900,23,0
2023,5747323150,0,9
2024,5747349150,0B,0
2025,5747401900,0,5
2026,5747427900,23,0
2027,5747486150,0,9
2028,5747512150,0B,0
2029,5747564900,0,5
2030,5747590900,33,0
2031,5747649150,0,9
2032,5747675150,0B,0
2033,5747727900,0,5
2034,5747753900,30,0
2035,5747812150,0,9
2036,5747838150,0B,0
2037,5747890900,0,5
2038,5747916900,4C,0
2039,5747975150,0,9
2040,5748001150,9,0
2041,5748053900,0,5
2042,5748079900,31,0
2043,5748138150,0,9
2044,5748164150,9,0
2045,5748216900,0,5
2046,5748242900,31,0
2047,5748301150,0,9
2048,5748327150,9,0
2049,5748379900,0,5
2050,5748405900,31,0
2051,5748464150,0,9
2052,5748490150,29,0
2053,5748543150,0,5
2054,5748569150,30,0
2055,5748634900,0,9
2056,5748660900,28,0
2057,5748696900,0,6
2058,5748722150,0,60
2059,5749615900,0,9
2060,5749641900,68,0
2061,5749985650,0,4
2062,5750010900,0,51
2063,5750046150,0,4
2064,5750071400,0,33
2065,5750106650,0,4
2066,5750131900,0,30
2067,5750167150,0,4
2068,5750192400,0,23
2069,5750226400,0,6
2070,5750251650,0,50
2071,5750282400,0,4
2072,5750307650,0,23
2073,5750336900,0,6
2074,5750362150,0,60
2075,5757440650,0,29
2076,5757466650,EE,0
2077,5767266650,0,29
2078,5767292650,EE,0
2079,5777117650,0,29
2080,5777143650,EE,0
2081,5778919900,0,0F
2082,5778945900,42,0
2083,5778994150,0,9
2084,5779020150,1B,0
2085,5779075400,0,5
2086,5779101400,48,0
2087,5779162400,0,9
2088,5779188400,0B,0
2089,5779241150,0,5
2090,5779267150,23,0
2091,5779328150,0,9
2092,5779354150,0B,0
2093,5779406900,0,5
2094,5779432900,23,0
2095,5779493900,0,9
2096,5779519900,0B,0
2097,5779572650,0,5
2098,5779598650,33,0
2099,5779659650,0,9
2100,5779685650,0B,0
2101,5779738400,0,5
2102,5779764400,30,0
2103,5779825400,0,9
2104,5779851400,0B,0
2105,5779904150,0,5
2106,5779930150,4C,0
2107,5779991150,0,9
2108,5780017150,9,0
2109,5780069900,0,5
2110,5780095900,31,0
2111,5780156900,0,9
2112,5780182900,9,0
2113,5780235650,0,5
2114,5780261650,31,0
2115,5780322650,0,9
2116,5780348650,9,0
2117,5780401400,0,5
2118,5780427400,32,0
2119,5780488400,0,9
2120,5780514400,29,0
2121,5780567400,0,5
2122,5780593400,30,0
2123,5780661900,0,9
2124,5780687900,28,0
2125,5780723900,0,6
2126,5780749150,0,60
2127,5781895400,0,9
2128,5781921400,68,0
2129,5782264400,0,4
2130,5782289650,0,51
2131,5782324900,0,4
2132,5782350150,0,33
2133,5782385400,0,4
2134,5782410650,0,30
2135,5782445900,0,4
2136,5782471150,0,23
2137,5782505150,0,6
2138,5782530400,0,50
2139,5782561150,0,4
2140,5782586400,0,23
2141,5782615650,0,6
2142,5782640900,0,60
2143,5788921400,0,29
2144,5788947400,EE,0
2145,5798830900,0,29
2146,5798856900,EE,0
2147,5808681900,0,29
2148,5808707900,EE,0
2149,5810418150,0,0F
2150,5810444150,42,0
2151,5810492400,0,9
2152,5810518400,1B,0
2153,5810573650,0,5
2154,5810599650,48,0
2155,5810660900,0,9
2156,5810686900,0B,0
2157,5810739650,0,5
2158,5810765650,23,0
2159,5810826900,0,9
2160,5810852900,0B,0
2161,5810905650,0,5
2162,5810931650,23,0
2163,5810992900,0,9
2164,5811018900,0B,0
2165,5811071650,0,5
2166,5811097650,33,0
2167,5811158900,0,9
2168,5811184900,0B,0
2169,5811237650,0,5
2170,5811263650,30,0
2171,5811324900,0,9
2172,5811350900,0B,0
2173,5811403650,0,5
2174,5811429650,54,0
2175,5811490900,0,9
2176,5811516900,9,0
2177,5811569650,0,5
2178,5811595650,30,0
2179,5811656900,0,9
2180,5811682900,9,0
2181,5811735650,0,5
2182,5811761650,2D,0
2183,5811822900,0,9
2184,5811848900,9,0
2185,5811901650,0,5
2186,5811927650,2D,0
2187,5811988900,0,9
2188,5812014900,29,0
2189,5812067900,0,5
2190,5812093900,31,0
2191,5812162650,0,9
2192,5812188650,28,0
2193,5812224650,0,6
2194,5812249900,0,60
2195,5813481150,0,9
2196,5813507150,68,0
2197,5813849400,0,4
2198,5813874650,0,51
2199,5813909900,0,4
2200,5813935150,0,33
2201,5813970400,0,4
2202,5813995650,0,30
2203,5814030900,0,4
2204,5814056150,0,23
2205,5814090150,0,6
2206,5814115400,0,50
2207,5814146150,0,4
2208,5814171400,0,23
2209,5814200650,0,6
2210,5814225900,0,60
2211,5814497400,0,3C
2212,5814522650,0,21
2213,5814604900,0,1D
2214,5814630900,CC,0
2215,5814662400,0,1C
2216,5814687650,0,CC
2217,5814738650,0,3A
2218,5814763900,0,34
2219,5821326900,0,29
2220,5821352900,EE,0
2221,5831124400,0,29
2222,5831150400,EE,0
2223,5840938400,0,29
2224,5840964400,EE,0
2225,5841037650,0,0F
2226,5841063650,42,0
2227,5841111900,0,9
2228,5841137900,1B,0
2229,5841193150,0,5
2230,5841219150,48,0
2231,5841282900,0,9
2232,5841308900,0B,0
2233,5841361650,0,5
2234,5841387650,23,0
2235,5841451400,0,9
2236,5841477400,0B,0
2237,5841530150,0,5
2238,5841556150,23,0
2239,5841619900,0,9
2240,5841645900,9,0
2241,5841698650,0,5
2242,5841724650,33,0
2243,5841788400,0,9
2244,5841814400,9,0
2245,5841867150,0,5
2246,5841893150,30,0
2247,5841956900,0,9
2248,5841982900,9,0
2249,5842035650,0,5
2250,5842061650,52,0
2251,5842125400,0,9
2252,5842151400,29,0
2253,5842204400,0,5
2254,5842230400,30,0
2255,5842302150,0,9
2256,5842328150,28,0
2257,5842364150,0,6
2258,5842389400,0,60
2259,5843623900,0,9
2260,5843649900,68,0
2261,5843993900,0,4
2262,5844019150,0,51
2263,5844054400,0,4
2264,5844079650,0,33
2265,5844114900,0,4
2266,5844140150,0,30
2267,5844175400,0,4
2268,5844200650,0,23
2269,5844234650,0,6
2270,5844259900,0,50
2271,5844290650,0,4
2272,5844315900,0,23
2273,5844345150,0,6
2274,5844370400,0,60
2275,5852245900,0,29
2276,5852271900,EE,0
2277,5862037900,0,29
2278,5862063900,EE,0
2279,5871809650,0,29
2280,5871835650,EE,0
2281,5873025150,0,0F
2282,5873051150,42,0
2283,5873099400,0,9
2284,5873125400,1B,0
2285,5873180650,0,5
2286,5873206650,48,0
2287,5873261900,0,9
2288,5873287900,0B,0
2289,5873340650,0,5
2290,5873366650,23,0
2291,5873421900,0,9
2292,5873447900,0B,0
2293,5873500650,0,5
2294,5873526650,23,0
2295,5873581900,0,9
2296,5873607900,0B,0
2297,5873660650,0,5
2298,5873686650,33,0
2299,5873741900,0,9
2300,5873767900,9,0
2301,5873820650,0,5
2302,5873846650,30,0
2303,5873901900,0,9
2304,5873927900,9,0
2305,5873980650,0,5
2306,5874006650,72,0
2307,5874061900,0,9
2308,5874087900,9,0
2309,5874140650,0,5
2310,5874166650,32,0
2311,5874221900,0,9
2312,5874247900,29,0
2313,5874300900,0,5
2314,5874326900,30,0
2315,5874389650,0,9
2316,5874415650,28,0
2317,5874451650,0,6
2318,5874476900,0,60
2319,5875273650,0,9
2320,5875299650,28,0
2321,5875643400,0,4
2322,5875668650,0,51
2323,5875703900,0,4
2324,5875729150,0,33
2325,5875764400,0,4
2326,5875789650,0,30
2327,5875824900,0,4
2328,5875850150,0,23
2329,5875884150,0,6
2330,5875909400,0,50
2331,5875940150,0,4
2332,5875965400,0,23
2333,5875994650,0,6
2334,5876019900,0,60
2335,5883637150,0,29
2336,5883663150,EE,0
2337,5893491900,0,29
2338,5893517900,EE,0
2339,5903249900,0,29
2340,5903275900,EE,0
2341,5905523650,0,0F
2342,5905549650,42,0
2343,5905597900,0,9
2344,5905623900,1B,0
2345,5905679150,0,5
2346,5905705150,48,0
2347,5905763400,0,9
2348,5905789400,0B,0
2349,5905842150,0,5
2350,5905868150,23,0
2351,5905926400,0,9
2352,5905952400,0B,0
2353,5906005150,0,5
2354,5906031150,23,0
