Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
1051,3573268900.00,00,09
1052,3573294900.00,0B,00
1053,3573347650.00,00,05
1054,3573373650.00,30,00
1055,3573434650.00,00,09
1056,3573460650.00,0B,00
1057,3573513400.00,00,05
1058,3573539400.00,43,00
1059,3573600400.00,00,09
1060,3573626400.00,0B,00
1061,3573679150.00,00,05
1062,3573705150.00,30,00
1063,3573766150.00,00,09
1064,3573792150.00,0B,00
1065,3573844900.00,00,05
1066,3573870900.00,30,00
1067,3573931900.00,00,09
1068,3573957900.00,0B,00
1069,3574010650.00,00,05
1070,3574036650.00,63,00
1071,3574097650.00,00,09
1072,3574123650.00,09,00
1073,3574176400.00,00,05
1074,3574202400.00,30,00
1075,3574263400.00,00,09
1076,3574289400.00,09,00
1077,3574342150.00,00,05
1078,3574368150.00,30,00
1079,3574429150.00,00,09
1080,3574455150.00,09,00
1081,3574507900.00,00,05
1082,3574533900.00,31,00
1083,3574594900.00,00,09
1084,3574620900.00,29,00
1085,3574673900.00,00,05
1086,3574699900.00,34,00
1087,3574768400.00,00,09
1088,3574794400.00,28,00
1089,3574830400.00,00,06
1090,3574855650.00,00,60
1091,3575435650.00,00,09
1092,3575461650.00,28,00
1093,3575805650.00,00,04
1094,3575830900.00,00,51
1095,3575866150.00,00,04
1096,3575891400.00,00,33
1097,3575926650.00,00,04
1098,3575951900.00,00,30
1099,3575987150.00,00,04
1100,3576012400.00,00,23
1101,3576046400.00,00,06
1102,3576071650.00,00,50
1103,3576102400.00,00,04
1104,3576127650.00,00,23
1105,3576156900.00,00,06
1106,3576182150.00,00,60
1107,3605030650.00,00,0F
1108,3605056650.00,42,00
1109,3605104900.00,00,09
1110,3605130900.00,1B,00
1111,3605186150.00,00,05
1112,3605212150.00,50,00
1113,3605273400.00,00,09
1114,3605299400.00,0B,00
1115,3605352150.00,00,05
1116,3605378150.00,23,00
1117,3605439400.00,00,09
1118,3605465400.00,0B,00
1119,3605518150.00,00,05
1120,3605544150.00,23,00
1121,3605605400.00,00,09
1122,3605631400.00,0B,00
1123,3605684150.00,00,05
1124,3605710150.00,33,00
1125,3605771400.00,00,09
1126,3605797400.00,0B,00
1127,3605850150.00,00,05
1128,3605876150.00,30,00
1129,3605937400.00,00,09
1130,3605963400.00,0B,00
1131,3606016150.00,00,05
1132,3606042150.00,42,00
1133,3606103400.00,00,09
1134,3606129400.00,0B,00
1135,3606182150.00,00,05
1136,3606208150.00,30,00
1137,3606269400.00,00,09
1138,3606295400.00,0B,00
1139,3606348150.00,00,05
1140,3606374150.00,30,00
1141,3606435400.00,00,09
1142,3606461400.00,0B,00
1143,3606514150.00,00,05
1144,3606540150.00,30,00
1145,3606601400.00,00,09
1146,3606627400.00,09,00
1147,3606680150.00,00,05
1148,3606706150.00,31,00
1149,3606767400.00,00,09
1150,3606793400.00,09,00
1151,3606846150.00,00,05
1152,3606872150.00,30,00
1153,3606933400.00,00,09
1154,3606959400.00,09,00
1155,3607012150.00,00,05
1156,3607038150.00,44,00
1157,3607099400.00,00,09
1158,3607125400.00,29,00
1159,3607178400.00,00,05
1160,3607204400.00,30,00
1161,3607273150.00,00,09
1162,3607299150.00,28,00
1163,3607335150.00,00,06
1164,3607360400.00,00,60
1165,3610859150.00,00,29
1166,3610885150.00,EE,00
1167,3611454900.00,00,09
1168,3611480900.00,68,00
1169,3611823150.00,00,04
1170,3611848400.00,00,51
1171,3611883650.00,00,04
1172,3611908900.00,00,33
1173,3611944150.00,00,04
1174,3611969400.00,00,30
1175,3612004650.00,00,04
1176,3612029900.00,00,23
1177,3612063900.00,00,06
1178,3612089150.00,00,50
1179,3612119900.00,00,04
1180,3612145150.00,00,23
1181,3612174400.00,00,06
1182,3612199650.00,00,60
1183,3620933650.00,00,29
1184,3620959650.00,EE,00
1185,3630518900.00,00,29
1186,3630544900.00,EE,00
1187,3640104150.00,00,29
1188,3640130150.00,EE,00
1189,3645154900.00,00,0F
1190,3645180900.00,42,00
1191,3645229150.00,00,09
1192,3645255150.00,1B,00
1193,3645310400.00,00,05
1194,3645336400.00,50,00
1195,3645400150.00,00,09
1196,3645426150.00,0B,00
1197,3645478900.00,00,05
1198,3645504900.00,23,00
1199,3645568650.00,00,09
1200,3645594650.00,0B,00
1201,3645647400.00,00,05
1202,3645673400.00,23,00
1203,3645737150.00,00,09
1204,3645763150.00,0B,00
1205,3645815900.00,00,05
1206,3645841900.00,33,00
1207,3645905650.00,00,09
1208,3645931650.00,0B,00
1209,3645984400.00,00,05
1210,3646010400.00,30,00
1211,3646074150.00,00,09
1212,3646100150.00,0B,00
1213,3646152900.00,00,05
1214,3646178900.00,45,00
1215,3646242650.00,00,09
1216,3646268650.00,0B,00
1217,3646321400.00,00,05
1218,3646347400.00,49,00
1219,3646411150.00,00,09
1220,3646437150.00,0B,00
1221,3646489900.00,00,05
1222,3646515900.00,6E,00
1223,3646579650.00,00,09
1224,3646605650.00,0B,00
1225,3646658400.00,00,05
1226,3646684400.00,64,00
1227,3646748150.00,00,09
1228,3646774150.00,09,00
1229,3646826900.00,00,05
1230,3646852900.00,75,00
1231,3646916650.00,00,09
1232,3646942650.00,09,00
1233,3646995400.00,00,05
1234,3647021400.00,44,00
1235,3647085150.00,00,09
1236,3647111150.00,09,00
1237,3647163900.00,00,05
1238,3647189900.00,2B,00
1239,3647253650.00,00,09
1240,3647279650.00,29,00
1241,3647332650.00,00,05
1242,3647358650.00,2B,00
1243,3647430400.00,00,09
1244,3647456400.00,28,00
1245,3647492400.00,00,06
1246,3647517650.00,00,60
1247,3648130150.00,00,09
1248,3648156150.00,28,00
1249,3648499900.00,00,04
1250,3648525150.00,00,51
1251,3648560400.00,00,04
1252,3648585650.00,00,33
1253,3648620900.00,00,04
1254,3648646150.00,00,30
1255,3648681400.00,00,04
1256,3648706650.00,00,23
1257,3648740650.00,00,06
1258,3648765900.00,00,50
1259,3648796650.00,00,04
1260,3648821900.00,00,23
1261,3648851150.00,00,06
1262,3648876400.00,00,60
1263,3726515350.00,00,29
1264,3726541350.00,EC,00
1265,3727410350.00,00,09
1266,3727436350.00,68,00
1267,3727778600.00,00,04
1268,3727803850.00,00,56
1269,3727839100.00,00,04
1270,3727864350.00,00,33
1271,3727899600.00,00,04
1272,3727924850.00,00,30
1273,3727960100.00,00,04
1274,3727985350.00,00,23
1275,3728020600.00,00,04
1276,3728045850.00,00,23
1277,3728081100.00,00,04
1278,3728106350.00,00,4B
1279,3728141600.00,00,04
1280,3728166850.00,00,30
1281,3728202100.00,00,04
1282,3728227350.00,00,30
1283,3728262600.00,00,04
1284,3728287850.00,00,33
1285,3728323100.00,00,04
1286,3728348350.00,00,30
1287,3728383600.00,00,04
1288,3728408850.00,00,30
1289,3728444100.00,00,04
1290,3728469350.00,00,30
1291,3728504600.00,00,04
1292,3728529850.00,00,3A
1293,3728565100.00,00,04
1294,3728590350.00,00,30
1295,3728625600.00,00,04
1296,3728650850.00,00,30
1297,3728684850.00,00,06
1298,3728710100.00,00,50
1299,3728740850.00,00,04
1300,3728766100.00,00,30
1301,3728795350.00,00,06
1302,3728820600.00,00,60
1303,3761548350.00,00,0F
1304,3761574350.00,84,00
1305,3761622600.00,00,09
1306,3761648600.00,36,00
1307,3761703850.00,00,05
1308,3761729850.00,A2,00
1309,3761785100.00,00,09
1310,3761811100.00,12,00
1311,3761863850.00,00,05
1312,3761889850.00,46,00
1313,3761945100.00,00,09
1314,3761971100.00,12,00
1315,3762023850.00,00,05
1316,3762049850.00,46,00
1317,3762105100.00,00,09
1318,3762131100.00,12,00
1319,3762183850.00,00,05
1320,3762209850.00,66,00
1321,3762265100.00,00,09
1322,3762291100.00,52,00
1323,3762344100.00,00,05
1324,3762370100.00,60,00
1325,3762432850.00,00,09
1326,3762458850.00,50,00
1327,3762494850.00,00,06
1328,3762520100.00,00,60
1329,3763226600.00,00,09
1330,3763252600.00,50,00
1331,3763608100.00,00,04
1332,3763633350.00,00,56
1333,3763668600.00,00,04
1334,3763693850.00,00,33
1335,3763729100.00,00,04
1336,3763754350.00,00,30
1337,3763789600.00,00,04
1338,3763814850.00,00,23
1339,3763850100.00,00,04
1340,3763875350.00,00,23
1341,3763910600.00,00,04
1342,3763935850.00,00,54
1343,3763971100.00,00,04
1344,3763996350.00,00,47
1345,3764031600.00,00,04
1346,3764056850.00,00,53
1347,3764092100.00,00,04
1348,3764117350.00,00,30
1349,3764152600.00,00,04
1350,3764177850.00,00,33
1351,3764213100.00,00,04
1352,3764238350.00,00,48
1353,3764273600.00,00,04
1354,3764298850.00,00,30
1355,3764332850.00,00,06
1356,3764358100.00,00,50
1357,3764388850.00,00,04
1358,3764414100.00,00,31
1359,3764443350.00,00,06
1360,3764468600.00,00,60
1361,3793546600.00,00,0F
1362,3793572600.00,84,00
1363,3793620850.00,00,09
1364,3793646850.00,36,00
1365,3793702100.00,00,05
1366,3793728100.00,A2,00
1367,3793786350.00,00,09
1368,3793812350.00,12,00
1369,3793865100.00,00,05
1370,3793891100.00,46,00
1371,3793949350.00,00,09
1372,3793975350.00,12,00
1373,3794028100.00,00,05
1374,3794054100.00,46,00
1375,3794112350.00,00,09
1376,3794138350.00,12,00
1377,3794191100.00,00,05
1378,3794217100.00,66,00
1379,3794275350.00,00,09
1380,3794301350.00,52,00
1381,3794354350.00,00,05
1382,3794380350.00,60,00
1383,3794446100.00,00,09
1384,3794472100.00,50,00
1385,3794508100.00,00,06
1386,3794533350.00,00,60
1387,3794866100.00,00,09
1388,3794892100.00,50,00
1389,3795233850.00,00,04
1390,3795259100.00,00,56
1391,3795294350.00,00,04
1392,3795319600.00,00,33
1393,3795354850.00,00,04
1394,3795380100.00,00,30
1395,3795415350.00,00,04
1396,3795440600.00,00,23
1397,3795475850.00,00,04
1398,3795501100.00,00,23
1399,3795536350.00,00,04
1400,3795561600.00,00,48
1401,3795595600.00,00,06
1402,3795620850.00,00,50
1403,3795651600.00,00,04
1404,3795676850.00,00,31
1405,3795706100.00,00,06
1406,3795731350.00,00,60
1407,3824546100.00,00,0F
1408,3824572100.00,84,00
1409,3824620350.00,00,09
1410,3824646350.00,36,00
1411,3824701600.00,00,05
1412,3824727600.00,A2,00
1413,3824788600.00,00,09
1414,3824814600.00,12,00
1415,3824867350.00,00,05
1416,3824893350.00,46,00
1417,3824954350.00,00,09
1418,3824980350.00,12,00
1419,3825033100.00,00,05
1420,3825059100.00,46,00
1421,3825120100.00,00,09
1422,3825146100.00,12,00
1423,3825198850.00,00,05
1424,3825224850.00,66,00
1425,3825285850.00,00,09
1426,3825311850.00,52,00
1427,3825364850.00,00,05
1428,3825390850.00,60,00
1429,3825459350.00,00,09
1430,3825485350.00,50,00
1431,3825521350.00,00,06
1432,3825546600.00,00,60
1433,3825976850.00,00,09
1434,3826002850.00,50,00
1435,3826344350.00,00,04
1436,3826369600.00,00,56
1437,3826404850.00,00,04
1438,3826430100.00,00,33
1439,3826465350.00,00,04
1440,3826490600.00,00,30
1441,3826525850.00,00,04
1442,3826551100.00,00,23
1443,3826586350.00,00,04
1444,3826611600.00,00,23
1445,3826646850.00,00,04
1446,3826672100.00,00,68
1447,3826707350.00,00,04
1448,3826732600.00,00,36
1449,3826767850.00,00,04
1450,3826793100.00,00,30
1451,3826828350.00,00,04
1452,3826853600.00,00,30
1453,3826888850.00,00,04
1454,3826914100.00,00,30
1455,3826949350.00,00,04
1456,3826974600.00,00,30
1457,3827009850.00,00,04
1458,3827035100.00,00,30
1459,3827070350.00,00,04
1460,3827095600.00,00,30
1461,3827130850.00,00,04
1462,3827156100.00,00,30
1463,3827191350.00,00,04
1464,3827216600.00,00,30
1465,3827251850.00,00,04
1466,3827277100.00,00,30
1467,3827312350.00,00,04
1468,3827337600.00,00,30
1469,3827372850.00,00,04
1470,3827398100.00,00,30
1471,3827432100.00,00,06
1472,3827457350.00,00,50
1473,3827488100.00,00,04
1474,3827513350.00,00,30
1475,3827542600.00,00,06
1476,3827567850.00,00,60
1477,3858549600.00,00,0F
1478,3858575600.00,C6,00
1479,3858623850.00,00,09
1480,3858649850.00,3F,00
1481,3858705100.00,00,05
1482,3858731100.00,F3,00
1483,3858792350.00,00,09
1484,3858818350.00,1B,00
1485,3858871100.00,00,05
1486,3858897100.00,67,00
1487,3858958350.00,00,09
1488,3858984350.00,1B,00
1489,3859037100.00,00,05
1490,3859063100.00,67,00
1491,3859124350.00,00,09
1492,3859150350.00,1B,00
1493,3859203100.00,00,05
1494,3859229100.00,77,00
1495,3859290350.00,00,09
1496,3859316350.00,7B,00
1497,3859369350.00,00,05
1498,3859395350.00,70,00
1499,3859464100.00,00,09
1500,3859490100.00,78,00
1501,3859526100.00,00,06
1502,3859551350.00,00,60
1503,3861946100.00,00,09
1504,3861972100.00,F8,00
1505,3862313850.00,00,04
1506,3862339100.00,00,50
1507,3862374350.00,00,04
1508,3862399600.00,00,33
1509,3862434850.00,00,04
1510,3862460100.00,00,30
1511,3862495350.00,00,04
1512,3862520600.00,00,23
1513,3862555850.00,00,04
1514,3862581100.00,00,23
1515,3862615100.00,00,06
1516,3862640350.00,00,50
1517,3862671100.00,00,04
1518,3862696350.00,00,51
1519,3862725600.00,00,06
1520,3862750850.00,00,60
1521,3862867350.00,00,29
1522,3862893350.00,FE,00
1523,3873019350.00,00,29
1524,3873045350.00,EE,00
1525,3882904100.00,00,29
1526,3882930100.00,EE,00
1527,3888559100.00,00,0F
1528,3888585100.00,42,00
1529,3888633350.00,00,09
1530,3888659350.00,1B,00
1531,3888714600.00,00,05
1532,3888740600.00,51,00
1533,3888804350.00,00,09
1534,3888830350.00,09,00
1535,3888883100.00,00,05
1536,3888909100.00,23,00
1537,3888972850.00,00,09
1538,3888998850.00,09,00
1539,3889051600.00,00,05
1540,3889077600.00,23,00
1541,3889141350.00,00,09
1542,3889167350.00,09,00
1543,3889220100.00,00,05
1544,3889246100.00,33,00
1545,3889309850.00,00,09
1546,3889335850.00,29,00
1547,3889388850.00,00,05
1548,3889414850.00,30,00
1549,3889486600.00,00,09
1550,3889512600.00,28,00
1551,3889548600.00,00,06
1552,3889573850.00,00,60
1553,3894118100.00,00,29
1554,3894144100.00,EE,00
1555,3903912600.00,00,29
1556,3903938600.00,EE,00
1557,3913707100.00,00,29
1558,3913733100.00,EE,00
1559,3923519100.00,00,29
1560,3923545100.00,EE,00
1561,3933313600.00,00,29
1562,3933339600.00,EE,00
1563,3943169100.00,00,29
1564,3943195100.00,EE,00
1565,3952924100.00,00,29
1566,3952950100.00,EE,00
1567,3962708600.00,00,29
1568,3962734600.00,EE,00
1569,3972463600.00,00,29
1570,3972489600.00,EE,00
1571,3982218600.00,00,29
1572,3982244600.00,EE,00
1573,3992003100.00,00,29
1574,3992029100.00,EE,00
1575,4001841100.00,00,29
1576,4001867100.00,EE,00
1577,4011625600.00,00,29
1578,4011651600.00,EE,00
1579,4021380600.00,00,29
1580,4021406600.00,EE,00
1581,4031135600.00,00,29
1582,4031161600.00,EE,00
1583,4040905350.00,00,29
1584,4040931350.00,EE,00
1585,4050743350.00,00,29
1586,4050769350.00,EE,00
1587,4060527850.00,00,29
1588,4060553850.00,EE,00
1589,4070282850.00,00,29
1590,4070308850.00,EE,00
1591,4080037850.00,00,29
1592,4080063850.00,EE,00
1593,4089807600.00,00,29
1594,4089833600.00,EE,00
1595,4099646100.00,00,29
1596,4099672100.00,EE,00
1597,4109430600.00,00,29
1598,4109456600.00,EE,00
1599,4119185600.00,00,29
1600,4119211600.00,EE,00
1601,4128943600.00,00,29
1602,4128969600.00,EE,00
1603,4138715350.00,00,29
1604,4138741350.00,EE,00
1605,4148556850.00,00,29
1606,4148582850.00,EE,00
1607,4158343350.00,00,29
1608,4158369350.00,EE,00
1609,4168101350.00,00,29
1610,4168127350.00,EE,00
1611,4177859350.00,00,29
1612,4177885350.00,EE,00
1613,4187631100.00,00,29
1614,4187657100.00,EE,00
1615,4197472600.00,00,29
1616,4197498600.00,EE,00
1617,4207259100.00,00,29
1618,4207285100.00,EE,00
1619,4217017100.00,00,29
1620,4217043100.00,EE,00
1621,4226775100.00,00,29
1622,4226801100.00,EE,00
1623,4236561600.00,00,29
1624,4236587600.00,EE,00
1625,4246403100.00,00,29
1626,4246429100.00,EE,00
1627,4256189600.00,00,29
1628,4256215600.00,EE,00
1629,4265947600.00,00,29
1630,4265973600.00,EE,00
1631,4275734100.00,00,29
1632,4275760100.00,EE,00
1633,4285492100.00,00,29
1634,4285518100.00,EE,00
1635,4295333100.00,00,29
1636,4295359100.00,EE,00
1637,4305119600.00,00,29
1638,4305145600.00,EE,00
1639,4314877600.00,00,29
1640,4314903600.00,EE,00
1641,4324664100.00,00,29
1642,4324690100.00,EE,00
1643,4334422100.00,00,29
1644,4334448100.00,EE,00
1645,4344299350.00,00,29
1646,4344325350.00,EE,00
1647,4354057350.00,00,29
1648,4354083350.00,EE,00
1649,4363815350.00,00,29
1650,4363841350.00,EE,00
1651,4373587100.00,00,29
1652,4373613100.00,EE,00
1653,4383345100.00,00,29
1654,4383371100.00,EE,00
1655,4393194100.00,00,29
1656,4393220100.00,EE,00
1657,4402965850.00,00,29
1658,4402991850.00,EE,00
1659,4412723850.00,00,29
1660,4412749850.00,EE,00
1661,4422510350.00,00,29
1662,4422536350.00,EE,00
1663,4432268350.00,00,29
1664,4432294350.00,EE,00
1665,4442026350.00,00,29
1666,4442052350.00,EE,00
1667,4451881550.00,00,29
1668,4451907550.00,EE,00
1669,4461639550.00,00,29
1670,4461665550.00,DC,00
1671,4471426050.00,00,29
1672,4471452050.00,DC,00
1673,4481184050.00,00,29
1674,4481210050.00,DC,00
1675,4490942050.00,00,29
1676,4490968050.00,DC,00
1677,4500797300.00,00,29
1678,4500823300.00,DC,00
1679,4510555300.00,00,29
1680,4510581300.00,DC,00
1681,4520327050.00,00,29
1682,4520353050.00,DC,00
1683,4530085050.00,00,29
1684,4530111050.00,DC,00
1685,4539843050.00,00,29
1686,4539869050.00,DC,00
1687,4549698300.00,00,29
1688,4549724300.00,DC,00
1689,4559456300.00,00,29
1690,4559482300.00,DC,00
1691,4569214300.00,00,29
1692,4569240300.00,DC,00
1693,4579000800.00,00,29
1694,4579026800.00,DC,00
1695,4588758800.00,00,29
1696,4588784800.00,DC,00
1697,4598614050.00,00,29
1698,4598640050.00,FE,00
1699,4608372050.00,00,29
1700,4608398050.00,FE,00
1701,4618130050.00,00,29
1702,4618156050.00,FE,00
1703,4627901800.00,00,29
1704,4627927800.00,EE,00
1705,4637659800.00,00,29
1706,4637685800.00,EE,00
1707,4647515050.00,00,29
1708,4647541050.00,EE,00
1709,4657273050.00,00,29
1710,4657299050.00,EE,00
1711,4667031050.00,00,29
1712,4667057050.00,EE,00
1713,4676817550.00,00,29
1714,4676843550.00,EE,00
1715,4686575550.00,00,29
1716,4686601550.00,EE,00
1717,4696445550.00,00,29
1718,4696471550.00,EE,00
1719,4706203550.00,00,29
1720,4706229550.00,EE,00
1721,4715961550.00,00,29
1722,4715987550.00,EE,00
1723,4725733300.00,00,29
1724,4725759300.00,EE,00
1725,4735491300.00,00,29
1726,4735517300.00,EE,00
1727,4745346550.00,00,29
1728,4745372550.00,EE,00
1729,4755104550.00,00,29
1730,4755130550.00,EE,00
1731,4764862550.00,00,29
1732,4764888550.00,EE,00
1733,4774649050.00,00,29
1734,4774675050.00,EE,00
1735,4784407050.00,00,29
1736,4784433050.00,EE,00
1737,4794262300.00,00,29
1738,4794288300.00,EE,00
1739,4804020300.00,00,29
1740,4804046300.00,EE,00
1741,4813778300.00,00,29
1742,4813804300.00,EE,00
1743,4823564800.00,00,29
1744,4823590800.00,EE,00
1745,4833322800.00,00,29
1746,4833348800.00,EE,00
1747,4844241800.00,00,29
1748,4844267800.00,EE,00
1749,4853999800.00,00,29
1750,4854025800.00,EE,00
1751,4863757800.00,00,29
1752,4863783800.00,EE,00
1753,4873544300.00,00,29
1754,4873570300.00,EE,00
1755,4883302300.00,00,29
1756,4883328300.00,EE,00
1757,4893157050.00,00,29
1758,4893183050.00,EE,00
1759,4902915050.00,00,29
1760,4902941050.00,EE,00
1761,4912673050.00,00,29
1762,4912699050.00,EE,00
1763,4922459550.00,00,29
1764,4922485550.00,EE,00
1765,4932217550.00,00,29
1766,4932243550.00,EE,00
1767,4942004050.00,00,29
1768,4942030050.00,EE,00
1769,4951845050.00,00,29
1770,4951871050.00,EE,00
1771,4961631550.00,00,29
1772,4961657550.00,EE,00
1773,4971389550.00,00,29
1774,4971415550.00,EE,00
1775,4981147550.00,00,29
1776,4981173550.00,EE,00
1777,4990934050.00,00,29
1778,4990960050.00,EE,00
1779,5000775050.00,00,29
1780,5000801050.00,EE,00
1781,5010561550.00,00,29
1782,5010587550.00,EE,00
1783,5020319550.00,00,29
1784,5020345550.00,EE,00
1785,5030077550.00,00,29
1786,5030103550.00,EE,00
1787,5039849300.00,00,29
1788,5039875300.00,EE,00
1789,5049690300.00,00,29
1790,5049716300.00,EE,00
1791,5059462050.00,00,29
1792,5059488050.00,EE,00
1793,5069220050.00,00,29
1794,5069246050.00,EE,00
1795,5078978050.00,00,29
1796,5079004050.00,EE,00
1797,5088764550.00,00,29
1798,5088790550.00,EE,00
1799,5098606050.00,00,29
1800,5098632050.00,EE,00
1801,5108392550.00,00,29
1802,5108418550.00,EE,00
1803,5118150550.00,00,29
1804,5118176550.00,EE,00
1805,5127908550.00,00,29
1806,5127934550.00,EE,00
1807,5137680300.00,00,29
1808,5137706300.00,EE,00
1809,5147521800.00,00,29
1810,5147547800.00,EE,00
1811,5157308300.00,00,29
1812,5157334300.00,EE,00
1813,5167066300.00,00,29
1814,5167092300.00,EE,00
1815,5176824250.00,00,29
1816,5176850250.00,EE,00
1817,5186610750.00,00,29
1818,5186636750.00,DC,00
1819,5196452250.00,00,29
1820,5196478250.00,DC,00
1821,5206238750.00,00,29
1822,5206264750.00,DC,00
1823,5215996750.00,00,29
1824,5216022750.00,DC,00
1825,5225783250.00,00,29
1826,5225809250.00,DC,00
1827,5235541250.00,00,29
1828,5235567250.00,DC,00
1829,5245382750.00,00,29
1830,5245408750.00,DC,00
1831,5255169250.00,00,29
1832,5255195250.00,DC,00
1833,5264927250.00,00,29
1834,5264953250.00,DC,00
1835,5274699000.00,00,29
1836,5274725000.00,DC,00
1837,5284457000.00,00,29
1838,5284483000.00,DC,00
1839,5294298000.00,00,29
1840,5294324000.00,DC,00
1841,5304069750.00,00,29
1842,5304095750.00,DC,00
1843,5313827750.00,00,29
1844,5313853750.00,FE,00
1845,5323614250.00,00,29
1846,5323640250.00,FE,00
1847,5333372250.00,00,29
1848,5333398250.00,FE,00
1849,5343231000.00,00,09
1850,5343257000.00,68,00
1851,5343600250.00,00,04
1852,5343625500.00,00,41
1853,5343660750.00,00,04
1854,5343686000.00,00,33
1855,5343721250.00,00,04
1856,5343746500.00,00,30
1857,5343781750.00,00,04
1858,5343807000.00,00,23
1859,5343842250.00,00,04
1860,5343867500.00,00,23
1861,5343901500.00,00,06
1862,5343926750.00,00,50
1863,5343957500.00,00,04
1864,5343982750.00,00,30
1865,5344012000.00,00,06
1866,5344037250.00,00,60
1867,5344173000.00,00,29
1868,5344199000.00,EE,00
1869,5353931000.00,00,29
1870,5353957000.00,EE,00
1871,5363717500.00,00,29
1872,5363743500.00,EE,00
1873,5373475500.00,00,29
1874,5373501500.00,EE,00
1875,5383233500.00,00,29
1876,5383259500.00,EE,00
1877,5393096250.00,00,29
1878,5393122250.00,EE,00
1879,5402854250.00,00,29
1880,5402880250.00,EE,00
1881,5412626000.00,00,29
1882,5412652000.00,EE,00
1883,5422384000.00,00,29
1884,5422410000.00,EE,00
1885,5432142000.00,00,29
1886,5432168000.00,EE,00
1887,5441928500.00,00,29
1888,5441954500.00,EE,00
1889,5451770000.00,00,29
1890,5451796000.00,EE,00
1891,5461556500.00,00,29
1892,5461582500.00,EE,00
1893,5471314500.00,00,29
1894,5471340500.00,EE,00
1895,5481072500.00,00,29
1896,5481098500.00,EE,00
1897,5490844250.00,00,29
1898,5490870250.00,EE,00
1899,5500685750.00,00,29
1900,5500711750.00,EE,00
1901,5510472250.00,00,29
1902,5510498250.00,EE,00
1903,5520230250.00,00,29
1904,5520256250.00,EE,00
1905,5529988250.00,00,29
1906,5530014250.00,EE,00
1907,5539774750.00,00,29
1908,5539800750.00,EE,00
1909,5549616250.00,00,29
1910,5549642250.00,EE,00
1911,5559402750.00,00,29
1912,5559428750.00,EE,00
1913,5569160750.00,00,29
1914,5569186750.00,EE,00
1915,5578947250.00,00,29
1916,5578973250.00,EE,00
1917,5588705250.00,00,29
1918,5588731250.00,EE,00
1919,5598546750.00,00,29
1920,5598572750.00,EE,00
1921,5608333250.00,00,29
1922,5608359250.00,EE,00
1923,5618091250.00,00,29
1924,5618117250.00,EE,00
1925,5627863000.00,00,29
1926,5627889000.00,EE,00
1927,5637621000.00,00,29
1928,5637647000.00,EE,00
1929,5647462500.00,00,29
1930,5647488500.00,EE,00
1931,5657234250.00,00,29
1932,5657260250.00,EE,00
1933,5666992250.00,00,29
1934,5667018250.00,EE,00
1935,5676764000.00,00,29
1936,5676790000.00,EE,00
1937,5686522000.00,00,29
1938,5686548000.00,EE,00
1939,5696363500.00,00,29
1940,5696389500.00,EE,00
1941,5706150000.00,00,29
1942,5706176000.00,EE,00
1943,5715908000.00,00,29
1944,5715934000.00,EE,00
1945,5725143250.00,00,0F
1946,5725169250.00,42,00
1947,5725217500.00,00,09
1948,5725243500.00,1B,00
1949,5725298750.00,00,05
1950,5725324750.00,48,00
1951,5725380000.00,00,09
1952,5725406000.00,0B,00
1953,5725458750.00,00,05
1954,5725484750.00,23,00
1955,5725540000.00,00,09
1956,5725566000.00,0B,00
1957,5725618750.00,00,05
1958,5725644750.00,23,00
1959,5725700000.00,00,09
1960,5725726000.00,0B,00
1961,5725778750.00,00,05
1962,5725804750.00,33,00
1963,5725860000.00,00,09
1964,5725886000.00,0B,00
1965,5725938750.00,00,05
1966,5725964750.00,30,00
1967,5726020000.00,00,09
1968,5726046000.00,0B,00
1969,5726098750.00,00,05
1970,5726124750.00,4C,00
1971,5726180000.00,00,09
1972,5726206000.00,09,00
1973,5726258750.00,00,05
1974,5726284750.00,30,00
1975,5726340000.00,00,09
1976,5726366000.00,09,00
1977,5726418750.00,00,05
1978,5726444750.00,30,00
1979,5726500000.00,00,09
1980,5726526000.00,09,00
1981,5726578750.00,00,05
1982,5726604750.00,31,00
1983,5726660000.00,00,09
1984,5726686000.00,29,00
1985,5726739000.00,00,05
1986,5726765000.00,30,00
1987,5726827750.00,00,09
1988,5726853750.00,28,00
1989,5726889750.00,00,06
1990,5726915000.00,00,60
1991,5727822000.00,00,09
1992,5727848000.00,68,00
1993,5728189750.00,00,04
1994,5728215000.00,00,51
1995,5728250250.00,00,04
1996,5728275500.00,00,33
1997,5728310750.00,00,04
1998,5728336000.00,00,30
1999,5728371250.00,00,04
2000,5728396500.00,00,23
2001,5728430500.00,00,06
2002,5728455750.00,00,50
2003,5728486500.00,00,04
2004,5728511750.00,00,23
2005,5728541000.00,00,06
2006,5728566250.00,00,60
2007,5729036000.00,00,29
2008,5729062000.00,EE,00
2009,5738794000.00,00,29
2010,5738820000.00,EE,00
2011,5748649250.00,00,29
2012,5748675250.00,EE,00
2013,5755149000.00,00,0F
2014,5755175000.00,42,00
2015,5755223250.00,00,09
2016,5755249250.00,1B,00
2017,5755304500.00,00,05
2018,5755330500.00,48,00
2019,5755388750.00,00,09
2020,5755414750.00,0B,00
2021,5755467500.00,00,05
2022,5755493500.00,23,00
2023,5755551750.00,00,09
2024,5755577750.00,0B,00
2025,5755630500.00,00,05
2026,5755656500.00,23,00
2027,5755714750.00,00,09
2028,5755740750.00,0B,00
2029,5755793500.00,00,05
